parameter_id,parameter_family,purpose,value,status,unit,scope,evidence_ids,origin_type,adoption_reason,alternatives,uncertainty,sensitivity,calibration,model_version,release_gate,legacy_rule_ids,source_locator,live_default,notes
PAR_LEGACY_SCORE_BOUNDS,legacy_quality,결측요인 하한·상한과 표시,"{""lower"":""sum(weight*score)"",""upper"":""min(100,lower+(1-present_weight)*100)"",""point"":""floor(lower)"",""redistribute_missing_weights"":false}",retired_or_not_adopted,heuristic_points,6legacy활동,,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-11,legacy engine.py:584–626,null,수학적 가능범위이며 CI아님; 하한을 선호손실 관측으로 해석금지; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_RECOMMENDATION_THRESHOLDS,legacy_decision,추천·고려·주의 경계,"{""recommended_gte"":80,""consider_gte"":60,""caution_score_cap"":39}",retired_or_not_adopted,heuristic_points,6legacy활동,HC18;AC03;AC04,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-11,legacy engine.py:705–743,null,0–100같은 표시는 활동간 공통효용을 뜻하지 않음; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_SWIM_FACTOR_MAX_AGE,legacy_freshness,swim 적합요인 관측 최대나이,"{""official_activity_grade"":43200,""water_temperature_c"":10800,""air_temperature_c"":10800,""wave_height_m"":3600,""wind_speed_ms"":3600,""precipitation_1h_mm"":3600,""uv_index"":10800,""crowd_level"":3600}",retired_or_not_adopted,seconds_since_observation,swim,SW07;AC10,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-20,legacy profiles.py:94–187,null,typed forecast는 issue나이가 아닌 명시provider validity; 안전maxage가 더 짧을 수 있음; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_SURF_FACTOR_MAX_AGE,legacy_freshness,surf 적합요인 관측 최대나이,"{""official_activity_grade"":43200,""crowd_level"":3600,""uv_index"":10800}",retired_or_not_adopted,seconds_since_observation,surf,SW07;AC10,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-20,legacy profiles.py:94–187,null,typed forecast는 issue나이가 아닌 명시provider validity; 안전maxage가 더 짧을 수 있음; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_RELAX_FACTOR_MAX_AGE,legacy_freshness,relax 적합요인 관측 최대나이,"{""hci_beach_score"":10800,""crowd_level"":3600}",retired_or_not_adopted,seconds_since_observation,relax,SW07;AC10,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-20,legacy profiles.py:94–187,null,typed forecast는 issue나이가 아닌 명시provider validity; 안전maxage가 더 짧을 수 있음; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_MUDFLAT_FACTOR_MAX_AGE,legacy_freshness,mudflat 적합요인 관측 최대나이,"{""official_activity_grade"":43200,""crowd_level"":3600,""uv_index"":10800}",retired_or_not_adopted,seconds_since_observation,mudflat,SW07;AC10,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-20,legacy profiles.py:94–187,null,typed forecast는 issue나이가 아닌 명시provider validity; 안전maxage가 더 짧을 수 있음; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_ONSEN_FACTOR_MAX_AGE,legacy_freshness,onsen 적합요인 관측 최대나이,"{""facility_operation_confidence"":1800,""crowd_fit"":3600,""amenity_fit"":86400,""indoor_weather_shelter"":86400,""preferred_temperature_fit"":1800}",retired_or_not_adopted,seconds_since_observation,onsen,SW07;AC10,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-20,legacy profiles.py:94–187,null,typed forecast는 issue나이가 아닌 명시provider validity; 안전maxage가 더 짧을 수 있음; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_RAFTING_FACTOR_MAX_AGE,legacy_freshness,rafting 적합요인 관측 최대나이,"{""flow_suitability_score"":900,""operator_readiness"":900,""flow_trend_stability"":900,""thermal_gear_readiness"":900}",retired_or_not_adopted,seconds_since_observation,rafting,SW07;AC10,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-20,legacy profiles.py:94–187,null,typed forecast는 issue나이가 아닌 명시provider validity; 안전maxage가 더 짧을 수 있음; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_SAFETY_MAX_AGES,legacy_freshness,안전 metric별 관측 최대나이,"{""official_stop_signal"":900,""access_status"":900,""official_entry_status"":900,""patrol_status"":900,""designated_swim_zone_status"":900,""adult_supervision_status"":900,""facility_status"":1800,""operator_status"":900,""weather_alert_level"":600,""lightning_clearance_minutes"":300,""rip_current_risk"":1200,""water_quality_status"":null,""river_risk_level"":900,""tide_window_open"":null,""marine_hazard_status"":600,""fog_status"":600,""designated_route_status"":21600,""facility_hygiene_status"":null,""hot_tub_temperature_c"":1800,""safety_equipment_status"":900,""upstream_rain_risk"":900,""water_temperature_c"":3600}",retired_or_not_adopted,seconds_since_observation,활동별 요구/현재존재하는 선택적안전metric,SW07;SW09;SW11;AC10,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-20,legacy engine.py:44–67,null,null TTL은 무기한 아님; 공급expiry가 별도로 없으면 current아님; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_SAFETY_CONFIDENCE,legacy_quality,안전필수 metric 최소신뢰,0.8,retired_or_not_adopted,heuristic_fraction,6legacy활동,,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-20,"legacy engine.py:34,464–516",null,미정량 authority/신뢰점수 .80을 안전확률80%로 해석하지 않음; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_EXPIRY_RULE,legacy_freshness,관측/예보 만료와 결측 처리,"{""observed_expiry"":""min(provider_expiry,observed_at+max_age)"",""forecast_expiry"":""explicit_provider_validity"",""expiry_boundary"":""inclusive"",""missing_required_evidence"":""evaluation_valid_until=evaluation_at"",""state_invalid_or_conflict"":""not_current"",""future_observation"":""not_current""}",retired_or_not_adopted,datetime/rules,6legacy활동,SW07;SW11;AC10,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-20,legacy domain.py:154–181;engine.py:72–145,null,새제공자별 발표/validity/freshness정책은 재검증 필요; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_SAFETY_REQUIREMENTS,legacy_requirements,활동·환경별 안전필수 그룹,"{""swim_marine_general"":[""access_or_official_entry"",""weather_alert"",""lightning_clearance"",""rip_current"",""water_quality"",""marine_hazard"",""water_temperature""],""swim_marine_family_additions"":[""patrol"",""designated_zone"",""session_adult_supervision""],""swim_inland"":[""access_or_official_entry"",""weather_alert"",""lightning_clearance"",""river_risk"",""water_quality""],""surf"":[""access_or_official_entry"",""weather_alert"",""lightning_clearance"",""rip_current"",""marine_hazard""],""relax_marine"":[""access_or_official_entry"",""weather_alert"",""lightning_clearance"",""marine_hazard""],""mudflat"":[""access_or_official_entry"",""weather_alert"",""lightning_clearance"",""official_tide_window"",""marine_hazard"",""fog"",""designated_route""],""onsen"":[""facility_status"",""hygiene"",""hot_tub_temperature""],""rafting"":[""operator_status"",""weather_alert"",""lightning_clearance"",""river_risk"",""equipment"",""upstream_rain""]}",retired_or_not_adopted,metric_groups,legacy활동·환경,SW04;SW05;SW07;SW09;AC08;AC09;AC10,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-12;L-13;L-14;L-15;L-16;L-17;L-18;L-19;L-20,legacy engine.py:148–249,null,접촉4활동에 수질STOP은 있지만 필수수질은swim만인 불일치. 새모델에 그대로채택안함; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_OFFICIAL_OPERATION_BLOCK,legacy_safety,현장통제·운영불가 block,"{""official_stop"":""active_true→STOP"",""access"":""closed_or_restricted→STOP"",""operation"":""closed_suspended_restricted→STOP"",""unrecognized"":""UNKNOWN""}",retired_or_not_adopted,status_rules,해당현장·활동,SW08;SW10;AC09,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-12,legacy engine.py:289–303,null,문자열alias그대로운영규약으로승격하지 않음; 새설계는타입별공식코드 검수; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_LIGHTNING_MINUTES,legacy_safety,마지막천둥 경과 policy,"{""stop_when_lt"":30,""invalid"":""negative/nonfinite/unrecognized→UNKNOWN""}",retired_or_not_adopted,minutes,onsen외 outdoor,SW09,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-13,legacy engine.py:304–313,null,같은30분이라도 새정책초안은 별도ID로 한정채택; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_WEATHER_MARINE_RULES,legacy_safety,기상·해양 위험 처리,"{""weather_warning_or_emergency"":""STOP"",""weather_advisory_or_watch"":""CAUTION"",""marine_advisory_warning_danger_typhoon_surge_heavy_rain"":""STOP"",""unrecognized"":""UNKNOWN""}",retired_or_not_adopted,category_rules,onsen외 outdoor,SW09;SW10,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-12;L-19,legacy engine.py:314–328,null,일반날씨예보가특보없음·낙뢰해제의 근거아님; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_RIP_INDEX_THRESHOLDS,legacy_safety,이안류 원지수 경계와 혼재별칭,"{""numeric_range"":[0,120],""stop_gte"":55,""caution_gte"":30,""category_stop"":[""warning"",""danger"",""경계"",""위험"",""3"",""4""],""category_caution"":[""caution"",""주의"",""2""]}",retired_or_not_adopted,official_raw_index/category_mixed,swim/surf,SW08;SW11,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-14,legacy engine.py:329–343,null,원지수3과category3을혼동하는경로를보존기록; 새 parser에서 typed distinction필수. threshold임의재사용금지; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_FAMILY_WATER_TEMPERATURE,legacy_safety,가족/초급수온 제한,"{""stop_lt"":15,""caution_gte"":15,""caution_lt"":18,""stop_gt"":31}",retired_or_not_adopted,degC,family/beginner/family_swim,SW01;SW02;SW03;SW06,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-15,legacy engine.py:344–366,null,제품의보수적정책값; 한국취약군보편안전선아님; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_FAMILY_SUPERVISION_RULES,legacy_safety,감독·지정구역·안전요원,"{""patrol_absent"":""CAUTION"",""designated_zone_closed_or_outside"":""STOP"",""arm_reach_adult_supervision_unavailable"":""STOP"",""unknown"":""UNKNOWN""}",retired_or_not_adopted,status_rules,family/beginner/family_swim,,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-15,legacy engine.py:367–384,null,감독/요원정책의해당원지침은이번근거표미확보; 문구를법적판정으로사용안함; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_WATER_QUALITY_BLOCK,legacy_safety,수질 이용제한 block,"{""fail_closed_unsafe"":""STOP"",""advisory_caution"":""STOP"",""unrecognized"":""UNKNOWN"",""activity_applies"":[""swim"",""surf"",""mudflat"",""rafting""],""required_in_legacy"":[""swim""]}",retired_or_not_adopted,status_rules,물접촉활동,SW04;SW05;SW07,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-16,legacy engine.py:385–396,null,실시료threshold아님; DO/pH→병원체pass전환금지; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_MUDFLAT_GATES,legacy_safety,공식창·안개·경로 조건,"{""outside_official_window"":""STOP"",""fog_active"":""STOP"",""route_closed_unverified_blocked"":""STOP"",""unrecognized"":""UNKNOWN""}",retired_or_not_adopted,status_rules,mudflat,AC08;AC09,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-17,legacy engine.py:404–418,null,미확인과실제폐쇄를별도상태로설계필요; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_HOT_TUB_LIMIT,legacy_safety,욕조실측수온 제한,"{""stop_gt"":40,""invalid"":""nonfinite_or_unrecognized→UNKNOWN""}",retired_or_not_adopted,degC,legacy onsen (too broad),SW12;SW13,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-18,legacy engine.py:424–433,null,새정책초안은hot tub/spa에만한정하며40이하안전보증아님; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
PAR_LEGACY_HOT_TUB_HYGIENE,legacy_safety,위생 제한,"{""hygiene_fail_restricted_action"":""STOP"",""unrecognized"":""UNKNOWN""}",retired_or_not_adopted,status_rules,onsen,SW12;SW13,미검증기존,기존 구현의 역사적 값만 보존한다. 한국 물활동의 정량 타당성이 검증되지 않아 새 모델에 채택하지 않는다.,새 모델은 null/unknown; 명시된 별도 승인값이 있을 때만 사용,출처 라벨·단위 테스트가 계수 추정 불확실성을 제공하지 않는다.,오프라인 비교에서 값/경계 변화에 따른 순위·abstention·오판 변화를 평가; 현재 수치로 운영하지 않음.,대상·장소·계절·활동별 자료로 독립 보정과 외부 검증 후 별도 신규 parameter_id에 승인값 기록.,legacy:b160cf1c07cc0f299f9d83839557a1e987c47be4,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending (비채택 역사 기록; 통과해도 새 모델로 자동 승격하지 않음),L-18,legacy engine.py:419–423,null,공식/시설자료의관할·유효성확인필요; 원코드 engine.py:33 methodology_version=water-index-v1.0.0 (새 모델 버전 아님)
